ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;BILL_AMT1;BILL_AMT2;BILL_AMT3;BILL_AMT4;BILL_AMT5;BILL_AMT6;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;default payment next month
2305;80000;1;2;1;26;51751;43280;44234;45276;39808;40598;2000;2000;1668;2000;1453;1664;0
2309;30000;1;2;2;25;8864;10062;11581;12580;13716;14828;1500;2000;1500;1500;1500;2000;0
2310;150000;1;2;1;40;54021;55154;56280;57397;58599;60668;2003;2044;2054;2127;3044;3150;0
2312;180000;1;2;2;26;93169;58983;60506;58458;60770;61628;4500;4000;4000;4000;4000;4000;0
2313;30000;1;1;2;56;27033;27772;28740;29313;29019;28916;1480;1448;1021;1040;1216;1270;0
2314;240000;2;1;2;28;236772;201463;187916;149293;150614;150911;10000;7000;10040;7000;6000;5000;0
2315;120000;2;2;2;31;26307;27361;28878;30428;31818;34293;1483;2000;2000;2000;3000;3000;0
2318;50000;1;2;1;46;44573;60540;15993;16327;16863;17282;2200;2600;600;800;700;700;0
2321;50000;1;2;1;24;390;918;19583;19593;19364;19893;918;19583;1000;1000;1000;1000;0
2323;50000;2;1;2;53;50777;51086;50321;20141;18039;19349;2504;2059;666;1000;2008;1513;0
2326;50000;1;3;2;52;47479;49344;19596;19194;19201;19199;29456;1300;675;694;704;798;0
2327;80000;2;2;2;40;33918;50878;51787;52422;53608;50312;20000;2400;2000;2100;2500;2000;0
2330;90000;2;2;1;36;89309;88544;88888;48534;49874;32078;5000;3500;2000;2100;1000;1000;0
2331;240000;1;1;2;28;199671;193523;187389;181348;174998;168176;7000;7000;7000;6500;6000;6000;0
2332;90000;2;1;2;29;1709;2522;3426;3426;2921;2197;2522;3426;3426;2921;2197;3087;1
2336;50000;2;1;1;29;29719;30754;31939;33102;33918;35197;1815;2000;2000;1500;2000;1500;0
2337;50000;2;2;1;28;36380;51418;43095;29717;30368;29113;30000;2052;1034;1100;1088;883;1
2339;150000;2;2;2;27;4914;6237;3280;11167;15915;16268;6237;3280;11167;10000;686;352;0
2340;240000;1;2;1;36;10767;144915;142909;143531;144893;144121;140013;5206;5008;6011;5250;5033;0
2343;290000;1;2;1;50;88713;79214;81301;84033;86513;90056;3459;4000;5000;4000;5000;5000;0
2344;80000;1;5;1;29;80534;78179;79348;81099;80540;67069;3006;2641;2827;2671;2611;2417;0
2345;400000;1;2;1;34;372724;394443;398634;210628;203102;85374;28000;14547;8078;6500;5000;3012;0
2346;20000;1;3;3;46;20393;19908;20310;15617;219;1205;1425;20310;1020;219;1205;109;0
2347;360000;1;1;2;30;11487;307;400;589;956;1383;307;400;589;956;1383;448;0
2348;260000;2;2;2;25;16373;15249;15018;15520;3491;5651;5006;5000;5000;3491;3000;2000;1
2350;130000;1;2;2;27;131406;125858;118536;34394;66701;58437;5000;3572;3153;69200;2500;10000;1
2351;490000;1;1;1;41;95997;98047;100412;102736;105083;107334;3600;4000;4000;4000;4000;4000;0
2352;580000;1;1;1;42;264482;267508;255409;256321;250358;236608;9431;8842;7663;7814;7794;7887;0
2357;440000;2;1;1;54;276955;198150;183825;185971;189968;193799;8752;8200;6700;7000;6870;7000;1
2358;280000;2;2;1;52;50667;50400;50108;49425;48977;48459;2007;2007;1370;1407;1359;1381;0
2359;230000;1;1;2;29;121344;121415;25210;21433;18203;13931;6317;5516;2015;2014;2019;5536;0
2360;300000;1;2;2;35;276536;206885;169901;170540;152188;101485;26531;10017;9123;10259;5079;3816;0
2365;210000;2;2;1;44;73487;75456;86171;87895;89022;90868;3748;13000;3081;3217;3312;3151;0
2366;130000;1;3;2;49;60273;61839;62370;63429;26779;27521;2536;1857;1681;971;1186;1698;1
2369;460000;2;2;1;33;128302;59254;52099;45512;39041;33571;2371;2008;1560;1457;1299;769;0
2370;230000;2;1;1;42;2915;4203;167;3351;1644;1733;4203;200;3351;1644;1733;4737;0
2371;210000;1;2;2;28;187992;193623;187501;167142;170910;174336;8500;8600;6500;6500;6300;7900;0
2373;50000;2;3;1;39;41250;40813;10695;8841;8140;8267;1501;1297;448;449;419;415;0
2374;250000;2;1;2;29;1181;1545;2319;1856;4356;7026;1545;1000;1500;2500;3000;1379;0
2380;500000;2;1;1;41;190730;194336;197284;199489;201484;204017;8501;8001;6701;6321;6401;6379;0
2381;110000;2;2;2;28;81449;83241;84960;86045;88060;93394;4000;4000;3400;3400;7000;3450;0
2382;400000;1;1;1;44;95719;96369;92336;91816;57477;66203;4652;3565;2731;10031;16027;25000;0
2383;280000;1;1;1;51;1323;445;393;294;223;13635;445;393;294;223;13635;16192;0
2386;230000;2;2;2;42;64489;58611;54463;53008;52835;40015;3100;5000;5000;10000;3000;5000;0
2388;110000;2;2;1;43;45021;45782;46187;47105;45253;46144;2100;1800;1638;1490;1957;2000;0
2392;500000;1;1;2;32;-218;466;1267;155951;159749;167416;1000;1267;155000;6000;10000;8000;0
2396;110000;2;3;1;27;61152;60833;61245;47316;47175;47141;2326;3000;1807;1698;1911;1808;0
2397;200000;1;2;1;29;45982;46328;47534;48367;49366;47539;2078;3900;1900;1904;12;5224;0
2398;50000;2;2;1;47;48991;43412;33995;29759;29766;29665;2000;1500;1050;1100;1100;1200;0
2399;130000;1;1;2;29;126974;122107;108542;89356;91024;89779;5988;4560;3300;3509;3500;3415;0
2407;210000;2;3;1;40;201169;210942;214523;138786;140918;144099;16286;10011;5000;6000;6000;6000;0
2410;160000;2;2;1;42;35815;38023;40180;41318;42605;43857;3000;3000;2000;2000;2000;2000;0
2411;20000;2;1;2;25;17776;18886;19551;18964;19676;20116;1700;1300;662;1000;747;602;0
2413;30000;1;2;3;50;11479;12981;14450;14903;16500;18715;2000;2000;693;2000;2500;668;1
2414;50000;1;2;2;27;-697;48266;47194;48224;49416;50126;49900;1800;1700;1857;2474;469;0
2417;280000;2;2;2;24;1006;1853;2657;1416;2706;1229;1855;1422;7;2719;1235;3831;0
2420;300000;2;1;1;51;108639;85818;90069;85008;83983;50257;4107;7346;65000;2500;2022;1800;0
2425;60000;1;1;2;29;31462;31499;16773;11568;9727;3832;6037;5084;6000;4000;3832;3065;0
2431;160000;1;1;1;36;816;316;316;316;316;316;316;316;316;316;316;316;1
2439;160000;2;2;2;45;2057;2147;1945;1934;2045;1938;2147;1945;1934;2056;1938;2544;0
2440;120000;2;3;1;48;2468;7869;506;2097;758;2005;7890;506;2097;758;2005;360;0
2443;240000;1;3;1;55;25631;27047;26654;28065;29503;32042;2500;2000;2000;2000;3000;2000;0
2444;30000;2;3;1;42;30607;29849;30653;28410;29068;30383;10;2000;2000;2000;2000;3000;0
2447;80000;2;2;2;44;17047;11885;8254;5144;15365;2250;1435;1350;5144;15365;2250;2690;0
2449;130000;2;2;1;29;18157;16520;15709;13209;14166;14025;2000;1010;1003;2040;2000;1000;0
2451;30000;2;3;1;44;27631;29179;30146;26371;27567;30114;2000;1500;933;2000;3000;1000;1
2452;340000;1;3;1;40;77181;59873;60396;63720;65211;60053;5305;3000;5000;3000;5000;6000;0
2453;180000;2;1;2;28;651;1883;651;2688;1000;2253;1883;651;2688;20;2253;9816;0
2454;60000;2;1;2;23;59423;63347;61183;29052;29087;27296;5500;146;1500;1200;1500;1500;0
2455;390000;2;1;2;25;83514;79730;64171;58767;54224;51667;4013;4000;2100;2000;3000;1200;0
2456;460000;1;1;1;35;384919;393029;394483;338220;347753;356161;15045;16017;13000;15000;15025;7002;0
2457;500000;1;1;1;51;396402;395484;333041;294173;300616;266973;14034;15040;12018;15028;10038;10018;0
2461;280000;2;1;2;26;146130;120750;105492;104061;105202;107143;5042;4000;4000;4000;4368;4000;0
2463;30000;1;1;2;28;22329;23665;47968;24784;25784;2901;2000;1400;2000;1000;1000;1000;1
2467;180000;1;2;2;32;1071;1671;1981;4241;4542;5261;1671;1981;4241;4542;5261;4731;1
2469;220000;1;1;2;31;163148;158197;158956;157953;157098;157099;5725;5971;5846;5887;5802;5895;0
2470;170000;2;2;2;26;141476;143850;134502;122186;122506;117121;5113;4514;4376;4432;4142;3455;0
2473;100000;2;3;1;38;62427;63922;65864;66578;69503;72346;2500;3000;2400;4000;4000;4000;0
2474;50000;2;3;1;47;32516;32774;33597;29105;26154;27699;1870;1693;1106;1473;3000;2507;0
2477;50000;1;3;1;53;49696;50893;50532;19632;18573;17212;2000;2000;1000;763;626;3639;0
2478;160000;1;2;2;37;3090;52125;26325;29638;35474;38190;52165;5000;7000;8000;5000;1200;0
2480;140000;2;2;1;28;132070;134766;106450;106422;104337;106886;6000;4000;4000;4000;4300;3600;0
2482;50000;1;3;1;51;17453;7802;22214;4985;6551;7117;8338;22232;4985;6551;5000;5000;0
2492;300000;1;1;2;31;360;360;360;360;980;360;360;360;360;980;360;3420;1
2494;290000;2;2;1;32;78200;79726;80890;81615;75661;77012;3700;3600;3000;3000;3000;3000;0
2497;300000;2;1;2;28;986;2939;27754;10534;1954;2140;2964;27968;10597;1954;2140;390;0
2498;210000;2;3;2;45;316;312;2368;316;316;316;312;2376;316;316;316;8611;0
2499;50000;1;3;1;36;74969;76012;77330;70579;63751;56977;2846;2671;2396;2177;2146;2055;1
2500;340000;2;1;2;26;337871;311076;156674;129651;126192;94722;11208;5000;23809;4136;3600;3169;0
2501;330000;1;1;1;34;138009;141253;130567;128257;116988;105961;7015;7000;10007;6500;6600;9000;1
2502;220000;2;1;2;28;44109;32978;30415;28038;25669;16003;5000;13500;14000;13500;13500;15550;0
2504;260000;1;1;2;30;399;399;399;399;399;399;399;399;399;399;399;399;1
2507;110000;2;3;2;41;90599;60949;62235;63499;64877;66230;2213;2300;2300;2400;2431;8700;1
2509;60000;1;1;2;25;13123;14403;16150;17870;19571;21235;1500;2000;2000;2000;2000;1000;0
2512;420000;2;1;1;37;38386;316;9894;13811;12141;11820;316;9894;13811;12141;11820;38800;1
2513;340000;1;1;1;34;332;332;332;142202;139245;116431;332;332;142402;6;20032;3022;1
2515;360000;2;4;2;36;15019;1221;6909;5954;4160;1726;2074;7039;10;1;4;45197;0
2517;50000;2;2;1;33;47327;48765;49149;44073;40260;30222;2200;1518;1414;1432;1300;1102;0
2519;200000;2;1;1;38;-3;687;2740;2044;1614;2066;690;2753;2054;1622;2076;578;0
2520;100000;2;2;2;24;101887;102069;100657;101565;101116;101764;4902;4507;3936;3982;4135;3676;0
2521;150000;2;2;1;47;153404;144960;148146;142279;139905;142833;6900;7200;5450;5265;5443;5350;0
2522;50000;1;3;2;28;46709;12889;50199;74405;38772;39438;1690;38000;1500;4000;2000;1500;0
2523;60000;1;2;2;29;34081;23215;30340;28368;28962;26589;2000;8565;969;1004;1000;900;0
2525;20000;1;2;2;23;5044;3700;13181;12596;11699;2154;1011;13181;5;1033;1781;305;0
2526;50000;2;2;2;25;24408;25169;13368;14142;14911;15660;1300;1500;1000;1000;1000;1000;0
2534;70000;2;2;2;23;22658;31647;24487;25125;26651;26125;9397;1487;1039;2073;1045;1231;0
2535;50000;1;2;2;26;1530;750;1140;1530;750;1140;750;1140;1530;750;1140;1530;0
2536;20000;1;3;1;46;11325;12654;13659;13635;13922;14689;1519;1524;500;507;1000;500;0
2537;260000;2;2;1;36;200593;206178;208601;213025;214931;219001;8500;7000;7508;7500;7595;7000;1
2541;210000;1;3;1;37;2359;1519;1939;1939;1939;1520;1519;1939;1939;1939;1520;2358;0
2542;100000;2;1;1;35;47253;49489;53034;53568;54563;56013;3000;5000;2000;2000;2500;2300;1
2543;100000;1;1;2;28;72970;100360;91329;76840;77455;79472;30000;4094;2900;2850;3300;3123;0
2546;40000;1;1;2;24;30096;30819;13816;10291;7441;7435;1300;2013;319;415;266;277;1
2547;100000;1;3;1;51;54530;37295;96251;36221;36424;37791;55000;100044;2000;2000;2000;3000;0
2548;20000;1;3;2;26;16514;17547;18541;19250;19805;20356;1306;1300;1000;1000;1258;590;0
2549;140000;1;2;2;32;31367;29652;30178;20989;17125;14739;1614;10018;2009;1003;1017;1012;0
2550;50000;1;3;2;23;44470;51192;48506;18524;19239;19283;7800;173;1000;1000;1000;1000;0
2551;30000;2;2;2;26;17341;-1030;29718;27417;28489;28427;485;31509;1500;1502;1500;3000;0
2553;20000;2;3;1;31;15654;16425;17265;16647;12213;10998;1330;1170;500;420;397;221;1
2555;220000;2;1;0;33;3378;1531;942;608;1738;277;1531;942;608;1738;277;492;0
2556;150000;2;1;1;30;40046;47317;48849;35920;37433;10791;7995;5849;1196;2000;1000;1000;0
2557;200000;1;1;2;28;508;10680;1190;527;4524;5522;10712;1194;527;4537;5538;3883;0
2558;200000;2;1;2;28;68398;73564;73548;44234;42599;46192;6900;1966;12;1604;5164;1104;1
2561;310000;2;1;2;32;20138;8267;65993;8543;1695;750;8267;66008;8543;1695;750;7350;1
2564;20000;2;2;1;32;15498;16409;17291;17588;18034;18658;1600;1600;1000;1000;1500;700;0
2568;210000;1;2;1;48;8666;8666;17307;8666;8666;17303;8666;17307;173;8666;17303;173;0
2575;160000;2;2;1;28;54232;55456;56625;57757;59424;60631;2100;2100;2500;3000;2200;2200;0
2576;180000;1;1;1;48;167140;160707;162477;166861;171083;169365;8000;6000;7000;7000;7000;7000;0
2577;60000;2;3;1;42;58186;58364;59108;38827;39670;37503;2382;2373;1324;1402;1460;1045;0
2578;80000;1;2;1;27;73000;71338;47202;38133;39096;40510;5000;2000;1500;1500;2000;2000;0
2579;200000;1;1;2;27;9747;17230;198;875;1977;2052;10051;198;877;1982;2058;2939;0
2582;140000;2;1;2;43;147560;142435;142096;136836;139417;141889;3;5000;5000;5100;10200;5000;0
2587;60000;1;3;2;34;35187;36236;37220;37963;38875;39184;1616;1600;1336;1500;1448;1157;1
2589;240000;2;2;2;34;5516;4950;5232;6464;3820;11870;4950;5232;6464;3820;10000;2000;0
2593;480000;1;1;1;49;-220;38929;339176;33146;37337;33777;39149;344261;33312;37511;31383;10633;0
2595;50000;2;1;1;42;4908;7479;11902;13871;19466;8128;3000;5000;5000;7000;3000;2000;0
2597;160000;2;2;2;27;490;-85;5215;4115;3921;3421;3085;5300;1000;22200;2000;149763;0
2598;90000;2;2;2;24;14520;14747;4753;5152;4664;4833;1240;1220;1000;500;800;1680;0
2602;250000;1;3;1;62;38924;38468;35930;40106;38214;28494;5000;5000;5000;3000;2000;10000;0
2604;340000;1;1;2;30;1933;2855;872;981;22936;8097;1000;872;981;22936;5000;5939;0
2605;60000;1;3;2;24;15527;16882;18190;27465;27643;27816;2000;2000;10000;991;1010;989;0
2606;50000;1;2;1;47;48308;48019;48647;26894;10875;15878;2200;2068;3048;418;12004;5001;0
2608;490000;1;3;1;51;389;376;467;78;399;10;377;481;1;711;1;1;1
2611;340000;2;2;2;39;66623;61474;57160;58794;61231;62516;2500;2500;2500;3300;2200;3000;0
2615;200000;2;2;2;42;73032;12928;88930;30000;67861;18929;12928;79365;30000;37861;18929;15004;0
2616;450000;2;1;1;37;13371;13480;5747;3339;9458;7231;4000;5747;3339;18916;7231;4972;0
2617;380000;1;3;1;44;329877;309781;295550;277650;264217;238368;12055;9837;9154;9042;8515;7745;1
2618;50000;2;2;1;31;29767;30206;27905;17174;17533;17240;1615;1670;605;626;654;567;1
2619;80000;2;1;2;27;23107;24674;25351;25981;26464;23714;5034;10000;1000;1000;1000;1000;0
2624;100000;1;2;2;38;25994;27173;44285;45433;3952;3723;1994;19462;3000;302;3723;15462;0
2625;500000;1;1;1;45;3136;2345;8471;7234;5828;1906;2002;7505;145;33;1150;300;0
2626;30000;2;3;1;58;9819;10873;9646;9995;10371;5139;1230;1100;419;600;500;500;0
2627;50000;1;2;2;46;53541;29308;20274;19945;20472;21000;31483;1408;3000;1000;869;5000;0
2629;420000;2;2;1;36;3663;4338;3400;2535;3216;4652;4338;3400;2535;3216;2652;2500;0
2631;240000;1;1;2;32;240790;224497;213580;191771;166239;146584;6892;7866;5602;6118;6023;27064;0
2632;80000;2;3;1;55;69116;64325;59653;55159;56277;57347;2500;2000;2000;2000;2000;2000;0
2633;330000;1;1;2;45;265362;246735;248541;231534;230309;235992;7500;8001;7000;7000;8000;8000;1
2634;50000;1;2;1;30;49371;50092;49029;25313;26006;27217;1800;240;1000;1100;1800;1500;1
2638;390000;1;1;2;28;10439;25143;35165;44543;45631;45793;15007;10529;10000;1773;2000;1592;0
2640;140000;2;1;1;33;85314;87042;90165;91318;94847;35773;4000;5000;2000;4000;5000;6000;0
2646;50000;1;2;2;41;48152;45974;44792;18649;16260;18745;2043;3000;14000;545;5000;308;0
2647;310000;2;1;2;25;266270;273719;235796;188031;170898;68369;11677;8406;6000;5074;3000;3000;1
2648;210000;1;1;2;31;326;326;326;326;326;326;326;326;326;326;326;133;1
2649;140000;1;2;1;37;90186;74504;72358;48081;45543;26788;2805;2877;1360;1400;1026;1200;0
2650;150000;2;1;2;37;127111;106956;106129;106531;107062;109938;3878;3794;3783;3892;4662;3500;0
2655;50000;2;3;2;23;34364;34212;33886;32929;34549;33458;1861;2004;1324;3768;1;1141;0
2657;100000;1;1;2;27;36014;39321;39145;39494;39896;28256;4200;900;1400;900;6440;500;1
2662;320000;2;2;1;53;33589;34608;38544;44486;52319;51764;3000;6000;8000;10000;1900;2000;0
2663;220000;2;1;2;45;4624;2874;1210;632;15243;5471;2888;1216;640;15251;5472;4045;0
2667;150000;2;1;2;32;83275;84220;77956;77682;52300;56223;3006;3000;2000;222;11170;5000;0
2669;30000;1;2;2;34;29302;30052;29349;29476;30014;29785;1530;1416;1142;1102;1106;3450;0
2674;470000;1;2;2;29;72830;49502;47771;52979;119678;94721;4003;4003;8003;70003;5030;6003;0
2675;80000;2;3;1;40;75768;78069;79196;25722;26261;26784;3500;2934;897;929;935;984;0
2677;120000;1;1;1;51;125702;130461;131281;128594;117561;116732;8300;4500;4260;4595;4311;4280;0
2679;200000;2;2;2;43;180680;184436;188181;190775;196449;192085;8155;8302;7225;10153;6987;5262;0
2681;170000;2;3;1;36;85780;80568;79823;79335;79506;80252;2906;3002;3000;3000;3500;3000;0
2684;280000;2;1;2;32;45536;11509;2110;2121;6789;14959;11509;5000;2121;6789;14959;16067;0
2686;100000;1;3;1;44;39649;43608;46899;47447;48035;40484;5000;5000;1554;1595;1686;1200;0
2687;360000;1;2;2;48;68032;63174;44536;80570;8333;8325;4500;3000;50000;8400;8325;12967;0
2688;500000;2;1;1;44;71921;367979;294969;189612;128459;167105;368199;6486;234;90;167116;372495;0
2689;290000;2;1;2;30;284239;284692;230891;232778;235004;226959;11000;10000;8000;10000;8000;7500;1
2691;50000;1;2;1;47;22923;23264;23879;23960;24067;24253;1400;1400;850;871;974;962;0
2692;250000;2;2;1;35;27107;36565;39711;47523;52726;57649;10000;10000;10000;6000;6000;5000;0
2693;350000;1;1;1;42;3800;3138;4150;3750;1362;8210;3138;4160;3750;2272;8210;9731;0
2694;100000;2;2;1;22;99415;101507;99511;99813;95816;96884;4600;3478;3461;3461;3684;3510;0
2698;30000;2;3;2;26;28063;29304;28047;26840;28271;28134;1700;1407;1200;2000;2000;1000;0
2701;10000;1;3;2;23;6001;4308;3421;3615;4402;5173;2000;1500;400;1000;1000;500;0
2704;130000;2;2;2;23;6271;6871;7599;9459;10303;11128;1500;1000;2000;1000;1000;1000;0
2705;50000;2;3;2;22;47066;45132;47756;28275;28082;28846;2300;3862;2000;1100;1500;1100;0
2706;180000;2;2;2;25;177633;139415;136942;114632;117808;120302;5203;30023;10024;10000;4458;5000;0
2708;60000;2;2;2;24;29717;28208;21372;18746;16745;16544;2076;1500;1500;689;2000;2983;0
2709;200000;1;1;2;26;16811;21290;20207;23858;33236;33337;5023;4007;5001;10020;5073;5064;0
2711;320000;2;2;2;36;262613;164486;169691;188527;145676;135254;10043;15005;21640;5004;11628;20020;0
2714;50000;2;2;2;28;13733;5570;2698;4640;6554;8434;2037;2698;2000;2000;2000;2000;0
2717;70000;2;1;2;24;42105;35575;32772;29766;29286;29404;1614;2042;2002;1052;1055;1063;0
2719;170000;2;2;2;39;2860;15643;1104;190;4786;2714;15643;1108;191;4786;2714;7714;0
2722;100000;2;1;2;33;75374;44796;47294;38712;39304;40479;2000;5000;1521;1595;2000;2716;0
2724;180000;2;3;1;47;14525;13828;10394;17562;8495;5090;1347;5000;10026;5000;785;5000;0
2727;200000;2;2;1;39;178665;133266;95836;85635;66137;30410;3677;2441;1854;1567;5000;1953;0
2728;200000;1;2;2;27;25334;26203;25652;25162;24995;23901;2204;1004;1004;1013;2018;4;0
2733;140000;2;1;2;25;23409;24725;26006;26771;28179;29746;2000;2000;1500;2000;2200;2000;0
2734;170000;2;2;2;31;520;1316;6779;3416;2941;3518;1339;6779;2000;97;1002;1018;0
2735;240000;2;2;2;47;316;21359;2762;10264;316;9801;21359;2762;10318;316;17677;31600;0
2736;140000;2;1;1;37;135134;139178;139900;109665;108129;108067;6703;6120;4015;4042;4057;4012;0
2737;50000;2;2;1;28;50998;51103;50262;20304;20319;20330;2209;1726;710;724;733;712;0
2739;420000;2;2;1;57;666;2629;4352;1440;1486;2290;2629;4360;2064;1486;2290;1290;0
2740;220000;1;1;1;53;1136;642;1582;1109;3319;2113;642;1582;1109;3319;2113;5410;0
2741;70000;2;2;1;28;44230;44348;28978;17008;13780;14593;1747;1272;1212;1000;1020;800;0
2742;90000;1;2;2;28;55779;51886;52495;47727;44404;35768;2100;2166;1400;1534;1300;665;0
2744;200000;2;1;2;27;9314;6020;4817;2098;2280;4778;2020;2817;1098;1280;3778;3098;0
2745;240000;1;3;1;55;229254;232693;189095;190481;194215;198313;8737;7506;6501;6501;7001;17001;0
2746;310000;2;3;2;28;19610;14746;28216;4245;3500;396;10000;28216;4245;3500;396;396;0
2747;80000;2;2;1;34;76142;80627;76776;61884;55501;54840;6611;1;3000;2504;2000;2200;1
2748;290000;2;2;1;38;144160;147451;150617;153351;156213;158938;6000;6010;5600;5700;5700;6000;0
2749;260000;1;2;1;43;175247;164173;152724;153527;153375;105491;8500;5950;4000;3000;6000;30588;1
2753;30000;2;3;1;36;7963;9152;10282;10180;10394;9614;1321;1451;349;362;343;356;1
2755;20000;1;1;2;22;3281;4325;5341;5751;6500;7386;1100;1100;500;1000;1000;1000;0
2756;240000;2;2;2;25;175764;178600;182639;186275;190337;193961;6500;7000;6680;7070;6954;14870;0
2761;160000;2;2;1;35;17742;12939;7035;4596;4635;2744;2000;1000;500;1000;1000;2000;0
2762;180000;2;1;2;30;113647;52992;38394;30332;110824;99661;3000;3170;2000;100000;5000;4000;0
2763;190000;1;2;1;39;144414;145572;142816;145463;147475;149853;7000;6000;6000;5500;6000;5500;0
2764;20000;2;2;1;22;15749;16221;19836;14354;10962;9274;1500;5000;500;500;246;500;0
2765;150000;1;1;2;27;82494;83044;84752;84743;78987;65590;3100;3500;3000;5000;3000;2500;0
2766;310000;1;2;1;35;7589;9463;12296;15083;17840;20376;2000;3000;3000;3000;3000;3003;0
2767;180000;2;2;1;36;98736;96566;81166;72463;72189;70712;6025;5000;6800;5000;5000;5000;0
2768;80000;2;2;2;24;81908;83597;157646;79061;79834;81257;5501;3450;3000;3059;2915;2758;1
2769;350000;2;2;1;41;85339;84393;86793;84406;73976;75497;5000;5016;5000;3000;3000;4000;0
2771;90000;2;2;2;23;87669;86653;57819;30895;14543;9329;3499;3000;3000;10000;2000;10000;0
2775;400000;2;2;1;30;161226;139481;17939;10315;22728;11493;5000;17939;12845;22728;11493;10703;0
2776;210000;2;3;1;40;2309;4791;4909;6588;9074;8651;4791;1909;2588;3074;3651;6349;0
2778;500000;1;1;1;55;3925;11200;25509;9857;8945;9985;11253;25585;3;18;5034;5031;0
2780;180000;2;2;2;26;7149;12946;16163;13142;9800;4857;5946;3663;3159;3000;4857;6240;0
2782;30000;2;1;2;24;22236;23574;24583;24915;25280;25791;1696;1705;1037;915;929;1097;0
2783;360000;2;1;2;33;31482;31805;18203;13122;11547;10949;5119;5007;5002;5005;5024;4543;0
2785;100000;2;1;2;27;53213;50842;48205;47324;45723;46708;6;2031;1800;2000;1900;2000;1
2786;50000;2;2;1;49;49467;41877;20082;5329;3990;2088;1472;1000;107;3990;2088;1470;0
2791;50000;2;2;1;50;48119;48318;21750;4387;4392;9493;1554;1028;4387;4392;9493;492;1
2798;220000;1;2;1;38;147048;137560;131090;121259;117003;116902;6364;5892;5000;4369;4178;5000;0
2800;100000;1;2;2;43;47730;47525;47184;46836;46529;47070;1808;1728;1641;1673;1689;1754;0
2807;30000;1;2;2;38;28637;28711;29138;28852;28487;27788;2002;2002;1503;2006;2005;3000;0
2809;500000;1;1;1;46;53049;66623;70194;68618;67300;1825;16018;10000;4;333;1831;597;0
2810;420000;1;1;1;44;337792;293987;294203;300314;258484;274817;12011;6472;6711;5170;189740;6656;0
2813;260000;2;2;2;30;19674;17810;19753;21550;21032;19979;2000;3000;3000;3000;3000;3000;0
2816;50000;2;2;2;49;43342;44441;45390;46310;47262;48219;2100;2000;1113;1143;1159;1381;0
2817;100000;1;2;1;49;69896;71360;72820;74264;75821;77410;2588;2644;2656;2752;2850;2965;0
2819;180000;2;1;2;27;174546;175121;150710;135981;136064;137343;8269;6606;5000;4900;4900;4900;0
2823;270000;2;1;1;45;96175;88092;78574;70330;61355;52969;3626;2700;3180;2300;2800;2009;0
2824;30000;2;3;1;57;347;1353;78;135;68;193;1353;78;135;68;423;140;1
2825;200000;2;2;1;31;1319;4997;3635;130;1209;938;4997;3650;130;1209;938;105;1
2828;150000;2;3;1;57;5483;9136;17348;6456;12256;8156;9136;17348;6456;12256;8156;5256;0
2831;220000;1;2;1;32;202010;103124;105226;107476;109746;111920;3746;3820;4000;4000;4000;4500;0
2832;110000;2;2;1;42;776;776;776;776;926;776;776;776;776;926;776;776;0
2834;50000;2;3;2;60;31164;32384;27553;28101;28690;28467;1756;1445;993;1029;1054;977;0
2835;230000;2;1;1;37;400;20123;20590;20029;17198;5177;20123;1256;1000;1000;500;801;0
2837;240000;2;2;3;39;171907;171394;68907;70164;70672;69581;7200;3000;3000;2509;3000;2500;0
2839;160000;2;1;2;34;43729;43535;40799;41255;31766;32570;2045;1809;1265;1154;1333;1313;0
2840;210000;2;1;2;31;121697;120133;118496;116033;114617;108328;5000;5000;4036;5000;4000;4000;0
2841;210000;2;2;2;32;1952;2787;6316;6504;326;89599;1526;4000;514;326;89599;3292;0
2842;330000;1;1;2;47;240063;242040;160008;160084;159453;159354;9500;5591;5500;6000;6000;6000;0
2844;120000;2;2;2;28;108993;111266;112056;112819;111298;113290;5500;4100;4087;400;4000;8932;0
2846;210000;2;2;2;34;63672;57299;59336;61349;63366;65155;2200;3000;3000;3000;3000;3500;0
2848;180000;2;2;2;25;141836;140792;144021;146539;149286;151900;5124;6000;5300;5500;5500;6000;0
2849;150000;2;1;2;28;66296;61916;39614;39863;26379;22081;3000;3005;5000;3000;5000;1000;0
2853;90000;2;2;1;24;86643;87249;86858;86373;85875;82150;3881;3000;2800;1500;2299;2500;1
2854;390000;2;2;1;24;16406;16966;15428;13465;40736;39532;1500;1500;1000;30000;2000;3000;0
2856;320000;1;2;1;39;51058;34619;18079;18077;1792;18344;1240;1403;18084;1801;18352;2072;0
2858;200000;2;2;1;41;42292;43764;44030;48466;49183;46919;3000;2000;5000;2000;3000;3000;0
2861;70000;2;1;2;25;5730;7625;9484;11317;13125;14742;2000;2000;2000;2000;2000;2000;1
2864;50000;1;2;1;37;15175;16505;17516;17926;18487;19029;1579;1590;1000;1000;1000;1200;0
2866;70000;1;1;1;42;70730;58103;68197;50756;50843;46727;3500;15000;3000;2000;1840;1798;0
2867;80000;2;1;2;26;66982;66130;67489;68535;66835;64962;2986;3056;2787;2745;2564;2926;0
2868;50000;1;3;2;41;45487;45548;46076;19092;18227;18285;1858;1685;659;658;656;651;0
